NEW,2,756
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,300
NEW,200
NEW,100
NEW,300
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,300
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,300
NEW,300
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,200
NEW,100
NEW,1
NEW,199
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,21
NEW,79
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,202
NEW,98
NEW,74
NEW,26
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,200
NEW,200
NEW,300
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,166
NEW,134
NEW,100
NEW,66
NEW,34
NEW,66
NEW,34
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,1,000
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,90
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,300
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,200
NEW,100
NEW,400
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,49
NEW,151
NEW,49
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,500
NEW,100
NEW,100
NEW,300
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,400
NEW,100
NEW,500
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,400
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,200
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,400
NEW,100
NEW,400
NEW,200
NEW,200
NEW,200
NEW,100
NEW,300
NEW,200
NEW,100
NEW,100
NEW,400
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,100
NEW,500
NEW,100
NEW,100
